flight_number,departure_airport,arrival_airport,departure_date,arrival_date,departure_time,arrival_time,airline,passenger_count,flight_duration
4362,ESP,FYM,01/26/2022,11/08/2022,11:2 AM,11:37 PM,United,409,24
2640,PMP,BZB,09/17/2022,05/22/2022,1:2 PM,4:58 AM,American,180,5
5685,YCY,ESP,10/30/2022,06/17/2022,12:50 AM,3:7 AM,United,365,15
3392,ESP,YFX,04/18/2022,07/29/2022,7:45 AM,8:27 PM,Delta,465,6
7844,YCY,BCI,11/11/2022,01/20/2022,6:41 AM,4:22 AM,Delta,295,14
8687,YCY,YCY,03/13/2022,07/03/2022,4:48 AM,11:46 AM,United,325,15
6727,PMP,FYM,10/17/2022,07/30/2022,6:19 AM,7:8 AM,Delta,40,11
8249,ESP,FYM,10/19/2022,08/27/2022,6:17 AM,4:22 PM,United,196,3
3128,ESP,YFX,07/31/2022,08/06/2022,7:9 PM,9:1 PM,American,394,1
8886,PMP,BFO,06/28/2022,04/19/2022,1:26 PM,9:42 PM,American,134,6
4532,FYM,YFX,11/14/2022,09/03/2022,9:30 AM,6:40 AM,Delta,221,7
8392,BFX,BZB,10/11/2022,09/21/2022,2:38 AM,10:42 AM,United,396,14
5621,BZF,BZF,01/06/2022,08/08/2022,5:39 PM,1:41 AM,Delta,313,2
9898,BZF,YFX,01/31/2022,07/10/2022,3:57 PM,2:13 AM,Delta,228,6
6574,ESP,BFO,03/01/2022,08/08/2022,12:0 AM,6:15 AM,American,423,9
3475,ESP,BZF,07/28/2022,01/27/2022,6:30 AM,10:16 AM,United,189,10
2162,BFO,FYM,09/28/2022,09/01/2022,3:1 AM,6:54 PM,Delta,193,19
1294,BZF,YCY,08/01/2022,04/29/2022,5:31 AM,11:58 AM,United,205,21
9010,BCI,ESP,05/26/2022,02/06/2022,3:21 AM,1:46 AM,American,229,22
1289,BFO,BFO,11/12/2022,02/25/2022,4:14 PM,4:52 AM,United,399,6
3157,BZF,FYM,09/25/2022,02/11/2022,6:38 PM,6:14 AM,American,424,4
2251,BFX,FYM,08/28/2022,11/30/2022,12:41 PM,10:58 AM,American,11,18
5192,FYM,PMP,10/25/2022,04/26/2022,12:26 PM,4:51 AM,American,120,15
6430,BCI,ESP,12/04/2022,07/15/2022,11:6 PM,7:43 PM,Delta,456,12
8533,YCY,FYM,06/20/2022,08/07/2022,10:12 PM,1:31 PM,United,335,14
8722,YFX,BFX,02/21/2022,12/02/2022,12:23 AM,2:50 PM,Delta,161,22
2494,BFO,BZB,11/07/2022,03/31/2022,7:27 AM,3:34 AM,United,474,3
5212,YCY,FYM,01/14/2022,08/13/2022,5:47 PM,1:29 PM,United,158,20
3753,BFX,BCI,06/07/2022,04/02/2022,3:6 PM,11:1 PM,Delta,421,5
7403,YFX,BZF,10/28/2022,08/29/2022,6:23 PM,3:40 AM,Delta,23,10
3260,BZB,ESP,04/10/2022,11/18/2022,1:1 AM,7:29 PM,United,307,17
1845,BZF,BCI,09/18/2022,11/27/2022,5:53 PM,7:16 PM,American,269,20
6140,BFO,FYM,08/22/2022,12/13/2022,3:48 PM,12:36 AM,United,122,16
2579,BFX,YCY,02/28/2022,05/14/2022,7:27 AM,4:0 PM,American,465,9
8522,YFX,BZB,05/29/2022,01/25/2022,4:4 AM,7:2 AM,American,257,3
3567,BFO,BCI,01/02/2022,11/15/2022,8:50 PM,7:30 PM,Delta,368,9
8673,YCY,BZB,10/09/2022,07/29/2022,4:0 PM,7:14 AM,American,13,10
3047,BZF,PMP,10/13/2022,10/25/2022,11:8 AM,7:52 AM,American,324,5
2117,BFO,BZB,07/31/2022,07/06/2022,1:9 AM,3:38 AM,Delta,9,4
2011,ESP,BCI,01/07/2022,12/06/2022,9:47 PM,9:45 PM,Delta,418,24
6598,BFX,YFX,10/02/2022,06/19/2022,8:13 PM,1:37 PM,United,121,23
4278,BCI,YCY,05/23/2022,08/14/2022,6:37 AM,5:36 PM,United,288,16
9592,BCI,BZF,01/23/2022,10/24/2022,2:31 PM,12:2 AM,United,139,16
4983,BCI,BFO,12/28/2022,10/06/2022,12:39 AM,12:18 PM,United,204,21
9404,PMP,BZB,06/13/2022,09/13/2022,8:20 PM,10:46 PM,American,213,6
9711,BZB,BZF,10/09/2022,08/24/2022,8:4 PM,11:13 AM,American,220,6
5397,ESP,BCI,11/23/2022,08/03/2022,8:30 AM,12:40 AM,American,114,10
3409,ESP,YCY,09/20/2022,05/02/2022,3:14 AM,5:34 PM,American,397,16
3672,BZB,YCY,08/06/2022,09/21/2022,9:18 AM,8:4 AM,United,257,24
5813,YFX,BFX,08/20/2022,01/18/2022,8:15 PM,8:4 AM,United,150,8
1821,BFX,BFO,06/04/2022,08/25/2022,4:5 PM,7:23 PM,Delta,80,3
6128,BFO,BZB,01/06/2022,10/21/2022,9:41 AM,4:31 AM,United,402,24
8754,PMP,ESP,03/27/2022,12/15/2022,6:8 AM,1:18 PM,Delta,83,24
7760,ESP,BZB,07/04/2022,12/03/2022,12:51 PM,7:11 AM,Delta,436,15
2071,PMP,BFX,08/18/2022,06/16/2022,5:10 PM,3:27 PM,Delta,91,7
1956,BFX,BCI,04/27/2022,06/03/2022,4:2 PM,9:26 AM,American,281,14
7400,BZF,BFO,11/12/2022,08/23/2022,8:27 PM,3:50 AM,United,310,24
4688,YCY,BZB,10/31/2022,03/23/2022,9:7 PM,10:2 PM,United,359,21
2808,FYM,BFX,07/21/2022,10/05/2022,11:10 AM,10:5 AM,Delta,71,21
9313,BCI,BZB,06/18/2022,02/27/2022,11:38 PM,2:6 PM,United,277,1
4063,BFX,BZB,06/25/2022,04/25/2022,7:28 PM,11:2 PM,United,394,17
4034,YCY,BCI,03/02/2022,09/12/2022,6:20 AM,12:50 PM,Delta,324,19
6990,BFO,YCY,10/31/2022,01/14/2022,2:33 AM,8:59 PM,Delta,301,20
2226,BFX,BZB,08/17/2022,07/08/2022,7:49 PM,12:16 AM,American,131,9
4157,BZB,BZF,08/17/2022,06/13/2022,11:28 PM,12:31 PM,American,373,23
3896,BFO,BFO,05/22/2022,04/21/2022,7:15 PM,9:50 AM,Delta,418,7
6096,BCI,BCI,07/06/2022,09/12/2022,1:58 AM,9:34 AM,American,143,1
1745,BFX,FYM,04/29/2022,05/10/2022,8:27 PM,9:24 PM,Delta,336,1
7002,PMP,YFX,09/18/2022,08/12/2022,11:45 PM,8:16 AM,United,342,24
3247,YFX,PMP,07/29/2022,02/02/2022,8:17 PM,6:48 AM,Delta,158,19
1027,BZB,BCI,10/04/2022,10/01/2022,5:5 PM,2:59 AM,United,113,3
5688,BZF,ESP,12/01/2022,09/25/2022,4:11 AM,1:17 PM,Delta,266,4
3806,YFX,ESP,07/12/2022,07/18/2022,2:28 AM,9:4 PM,American,94,9
3544,BZB,ESP,02/25/2022,02/05/2022,2:0 PM,5:14 AM,United,64,6
4800,YCY,BCI,10/28/2022,12/03/2022,1:8 PM,12:18 AM,Delta,476,7
8137,YCY,BZF,01/01/2022,05/31/2022,2:7 AM,2:14 PM,Delta,484,5
9965,BZB,BZF,10/07/2022,01/09/2022,1:55 AM,9:45 PM,United,114,20
8579,YFX,FYM,03/24/2022,02/22/2022,11:26 PM,4:35 PM,American,265,9
6061,BZF,YFX,11/25/2022,08/16/2022,12:42 PM,12:48 PM,Delta,114,15
9188,YCY,BFO,09/16/2022,08/03/2022,10:5 AM,11:57 AM,American,130,21
3546,ESP,PMP,12/03/2022,11/21/2022,1:13 PM,7:1 PM,United,454,7
9902,YCY,YFX,03/03/2022,03/16/2022,11:33 AM,11:20 AM,United,162,21
6258,ESP,BZF,03/12/2022,02/14/2022,8:35 PM,4:20 PM,United,34,15
3333,BFO,BFX,10/27/2022,10/11/2022,10:20 AM,8:52 PM,American,151,15
6675,YFX,FYM,09/09/2022,03/18/2022,7:0 AM,11:42 AM,American,372,16
4301,PMP,FYM,05/27/2022,11/12/2022,6:59 PM,4:27 AM,United,344,12
8651,YCY,YCY,08/10/2022,06/08/2022,2:0 PM,7:54 PM,Delta,63,9
9732,BCI,PMP,02/23/2022,02/22/2022,10:28 AM,2:9 PM,United,274,12
9012,BZB,BCI,02/18/2022,07/20/2022,12:52 PM,4:31 PM,American,321,3
6656,BZF,PMP,10/18/2022,11/30/2022,6:50 AM,5:10 AM,Delta,39,20
7646,BFO,YCY,10/15/2022,04/14/2022,4:35 PM,3:44 AM,Delta,263,22
4282,YFX,BFX,05/31/2022,10/15/2022,10:27 PM,6:57 PM,United,310,11
2174,YFX,BFX,04/19/2022,10/02/2022,11:14 AM,8:24 PM,United,309,24
8758,YFX,ESP,09/12/2022,01/29/2022,5:50 AM,7:45 AM,Delta,415,1
9867,ESP,YFX,04/10/2022,01/27/2022,8:36 AM,5:9 AM,American,129,18
7409,BCI,BZF,09/10/2022,10/12/2022,1:0 AM,1:31 PM,United,52,22
1755,BZF,ESP,05/15/2022,04/17/2022,5:14 PM,1:12 AM,American,129,23
3051,BCI,YFX,11/04/2022,04/15/2022,7:56 AM,10:21 PM,United,454,19
8260,BCI,BZB,10/20/2022,10/10/2022,9:52 PM,3:0 AM,American,343,9
6515,BCI,ESP,10/11/2022,08/16/2022,6:53 AM,3:5 PM,American,38,10
3655,ESP,BFO,01/17/2022,09/12/2022,9:3 PM,10:32 PM,United,204,3
7588,BZB,YCY,12/20/2022,11/22/2022,8:14 AM,5:37 AM,Delta,131,16
7973,BZF,BZF,11/12/2022,06/04/2022,6:49 AM,8:47 AM,Delta,339,17
8949,BZB,BZB,01/15/2022,03/03/2022,7:16 AM,4:26 PM,American,9,12
1946,BCI,BFO,01/13/2022,09/30/2022,6:58 AM,1:32 PM,Delta,142,1
7182,BZB,BZB,04/25/2022,06/12/2022,12:36 PM,12:39 PM,Delta,291,7
8033,BFX,BFO,12/28/2022,09/17/2022,4:47 PM,7:39 PM,American,139,12
1009,BZB,YCY,02/21/2022,03/23/2022,12:31 AM,2:51 PM,Delta,260,23
2005,ESP,BCI,06/14/2022,11/14/2022,12:23 AM,8:56 PM,Delta,385,17
3005,PMP,PMP,11/11/2022,12/20/2022,9:18 PM,9:39 AM,United,420,2
6303,BCI,BZB,03/23/2022,09/15/2022,4:33 PM,7:37 AM,United,310,11
3361,YCY,BZF,03/18/2022,04/08/2022,8:34 AM,12:49 PM,Delta,378,15
2282,PMP,YFX,02/23/2022,09/06/2022,3:36 PM,5:26 PM,United,469,2
1210,PMP,BZF,02/23/2022,10/05/2022,3:52 AM,10:52 AM,American,275,3
5283,BZB,BZB,10/19/2022,10/20/2022,11:47 AM,10:53 PM,American,257,23
1760,BZB,BZF,12/24/2022,04/28/2022,2:59 AM,3:11 AM,Delta,45,22
5921,YCY,FYM,12/30/2022,12/06/2022,7:20 PM,8:36 PM,American,121,12
4782,ESP,ESP,04/06/2022,03/24/2022,11:23 AM,7:12 PM,American,186,14
1075,BFX,PMP,06/06/2022,04/29/2022,8:10 AM,4:53 PM,American,405,4
7575,ESP,BCI,09/23/2022,01/14/2022,3:44 AM,3:15 AM,American,354,4
4263,YFX,PMP,06/06/2022,10/24/2022,4:27 AM,8:39 PM,Delta,388,6
1326,FYM,BFO,02/01/2022,04/11/2022,5:16 AM,5:32 AM,United,260,22
8830,BZB,BCI,03/04/2022,10/13/2022,1:19 PM,2:19 PM,American,179,2
9840,YFX,BZB,08/07/2022,04/04/2022,4:43 AM,2:20 AM,Delta,488,1
2171,BFX,BZB,01/31/2022,06/05/2022,5:4 AM,3:24 PM,American,300,9
7091,PMP,YFX,12/18/2022,11/29/2022,3:28 AM,11:26 PM,United,125,4
4631,BFO,PMP,10/16/2022,10/16/2022,8:38 PM,9:6 AM,United,317,15
6411,BFO,YCY,04/01/2022,04/22/2022,8:35 PM,2:3 PM,American,431,18
6338,ESP,BCI,03/28/2022,11/08/2022,10:52 PM,8:40 PM,American,72,16
6445,BFO,BZF,10/11/2022,03/28/2022,1:34 AM,12:58 PM,United,8,6
8156,BZF,YFX,07/01/2022,07/11/2022,11:4 AM,5:5 PM,American,84,5
7048,BZB,YCY,03/06/2022,06/23/2022,6:50 AM,10:18 PM,Delta,426,16
2829,BFO,YFX,07/29/2022,02/19/2022,4:10 PM,11:36 AM,Delta,75,20
4897,YFX,ESP,12/15/2022,03/21/2022,6:35 PM,10:38 PM,Delta,159,18
9581,PMP,YFX,11/04/2022,10/14/2022,1:28 AM,4:45 PM,United,400,14
4946,BCI,FYM,10/12/2022,08/25/2022,9:19 AM,5:33 PM,United,407,16
3308,ESP,YCY,11/29/2022,04/04/2022,6:50 AM,8:56 AM,Delta,262,8
9829,YCY,BCI,06/15/2022,01/09/2022,12:0 AM,4:12 AM,American,178,13
3842,BCI,YFX,07/18/2022,09/21/2022,3:56 AM,10:17 PM,United,316,20
5353,PMP,YFX,06/18/2022,06/01/2022,6:21 PM,5:53 PM,United,58,18
3976,BZF,PMP,02/04/2022,01/13/2022,5:2 PM,1:40 PM,United,357,15
2743,YCY,BZB,09/24/2022,12/11/2022,7:15 PM,7:36 AM,American,152,23
9208,ESP,ESP,11/02/2022,06/27/2022,7:43 AM,3:9 PM,American,103,21
6444,ESP,BCI,12/21/2022,12/24/2022,3:2 AM,12:41 AM,Delta,484,7
7873,YFX,BFO,02/28/2022,11/16/2022,5:51 PM,3:43 PM,United,79,6
7150,BFX,YFX,03/04/2022,01/02/2022,9:40 AM,8:55 AM,American,389,14
4219,PMP,YCY,07/09/2022,05/28/2022,12:4 PM,4:9 PM,Delta,69,23
2917,BFX,BZB,02/11/2022,07/20/2022,5:35 PM,2:18 AM,United,251,11
3628,ESP,BCI,09/02/2022,06/20/2022,10:34 AM,11:3 AM,Delta,430,9
5169,FYM,FYM,08/20/2022,05/17/2022,11:21 PM,4:12 PM,American,460,11
3255,BZF,BZF,10/18/2022,06/22/2022,7:21 PM,5:41 AM,Delta,59,7
6392,YCY,YFX,01/11/2022,10/29/2022,5:36 AM,1:10 AM,United,210,20
6447,PMP,ESP,07/29/2022,04/28/2022,8:39 PM,5:7 AM,Delta,253,7
1471,YFX,PMP,08/29/2022,03/28/2022,6:20 PM,12:35 PM,American,6,20
6394,BZB,BZF,12/05/2022,01/13/2022,8:10 AM,6:50 AM,American,47,5
2716,BZF,BZF,09/24/2022,06/01/2022,6:11 PM,1:48 PM,American,392,5
1807,YCY,BZF,10/21/2022,06/07/2022,1:5 PM,12:42 PM,United,274,12
3691,BZF,BFX,10/13/2022,03/29/2022,1:10 PM,1:29 PM,Delta,486,15
9977,BCI,PMP,05/09/2022,07/25/2022,3:47 AM,8:19 PM,Delta,91,8
1664,BZB,YCY,06/12/2022,07/10/2022,6:15 PM,6:4 AM,United,160,16
2264,YCY,PMP,07/13/2022,11/13/2022,9:45 PM,4:19 AM,United,38,14
5804,BFO,YCY,11/04/2022,07/26/2022,12:19 AM,2:28 PM,United,63,21
2841,BZB,BFO,10/19/2022,12/14/2022,7:47 PM,11:47 AM,Delta,349,15
9122,YCY,BZF,03/02/2022,06/14/2022,10:1 AM,1:50 AM,United,139,4
5917,BZF,FYM,10/03/2022,11/04/2022,8:50 AM,11:21 AM,Delta,191,8
9908,FYM,BFO,05/17/2022,05/24/2022,9:25 PM,1:33 PM,American,364,21
5796,BFO,BZF,02/13/2022,12/02/2022,9:30 AM,2:1 PM,Delta,133,12
2136,YCY,BZF,02/07/2022,11/21/2022,9:52 AM,7:22 AM,American,372,13
1798,BZB,YCY,04/19/2022,10/04/2022,5:23 PM,7:40 PM,Delta,101,20
8801,ESP,PMP,04/15/2022,09/11/2022,6:56 AM,7:34 PM,United,81,20
5028,BFO,YCY,07/01/2022,07/20/2022,6:55 PM,1:15 PM,United,418,3
3106,ESP,BFO,11/02/2022,06/20/2022,6:8 PM,2:8 AM,American,327,9
5064,BZF,BZB,05/11/2022,04/18/2022,9:23 PM,12:43 PM,Delta,118,19
5935,FYM,FYM,08/24/2022,08/27/2022,7:11 AM,8:40 AM,Delta,159,7
5031,ESP,BCI,09/06/2022,05/05/2022,3:26 PM,1:43 PM,American,130,14
5364,BFX,BZB,10/07/2022,10/21/2022,12:26 PM,5:31 AM,Delta,316,22
2450,BZB,YFX,12/09/2022,12/10/2022,10:49 PM,5:13 PM,American,27,7
7715,PMP,BFO,02/26/2022,09/21/2022,11:19 PM,12:23 PM,United,2,13
1753,YCY,FYM,12/25/2022,07/08/2022,2:13 AM,11:3 PM,Delta,55,7
1313,YFX,BFX,07/21/2022,07/22/2022,6:39 AM,5:22 PM,Delta,386,16
2724,YCY,BZF,03/16/2022,05/16/2022,5:27 AM,6:17 PM,United,403,13
1335,BFX,BZB,06/05/2022,05/29/2022,10:24 PM,8:50 AM,United,162,11
2857,BZF,FYM,06/22/2022,12/23/2022,7:59 AM,3:4 AM,United,302,16
6431,YFX,BFO,02/10/2022,12/18/2022,8:51 PM,12:19 AM,American,431,16
3037,PMP,ESP,12/01/2022,09/19/2022,10:16 AM,4:18 PM,American,350,10
1241,PMP,BZF,06/14/2022,11/14/2022,10:26 PM,5:6 AM,American,37,4
5335,BZF,ESP,12/12/2022,12/05/2022,1:37 PM,3:52 PM,United,472,6
9541,BZB,BCI,07/09/2022,09/22/2022,2:43 PM,3:22 AM,American,394,9
4265,YFX,BZF,03/19/2022,10/19/2022,10:2 AM,8:51 AM,American,14,4
3847,PMP,BFX,04/12/2022,12/19/2022,6:31 AM,3:5 AM,American,140,17
6658,PMP,FYM,04/17/2022,03/14/2022,8:44 PM,5:39 PM,American,435,13
3174,BFO,YCY,08/22/2022,03/09/2022,4:15 PM,6:54 AM,American,76,20
5827,ESP,YCY,12/12/2022,11/09/2022,9:51 AM,6:27 PM,United,238,3
4150,BCI,ESP,04/01/2022,05/05/2022,2:18 AM,9:3 AM,American,71,22
5807,YFX,YCY,02/09/2022,06/03/2022,11:16 PM,6:45 PM,Delta,22,15
1337,BZF,BCI,11/25/2022,01/19/2022,4:18 PM,9:23 AM,Delta,365,9
1682,BZB,BCI,05/07/2022,01/11/2022,9:50 AM,8:48 PM,Delta,159,3
2943,BZB,FYM,10/23/2022,07/18/2022,3:47 AM,8:31 AM,United,343,23
7896,BCI,FYM,08/01/2022,10/30/2022,8:31 AM,7:57 AM,Delta,26,19
4657,BFX,PMP,03/25/2022,09/30/2022,6:48 PM,12:12 AM,Delta,15,11
6888,BZF,BCI,08/18/2022,03/22/2022,3:39 AM,2:16 PM,United,458,16
2751,FYM,ESP,12/05/2022,06/09/2022,4:21 PM,11:33 AM,United,75,10
8020,BZF,YFX,01/25/2022,04/20/2022,7:53 AM,12:0 AM,Delta,249,11
1040,YCY,PMP,07/23/2022,09/03/2022,11:48 AM,3:14 PM,United,358,22
1075,ESP,BFO,12/18/2022,10/30/2022,5:7 AM,2:4 PM,American,81,2
7327,BZF,YFX,12/12/2022,05/07/2022,5:52 PM,7:19 PM,American,445,13
8321,YFX,PMP,06/21/2022,05/23/2022,6:9 PM,9:31 AM,Delta,165,1
8247,BZF,BZF,03/26/2022,10/24/2022,1:25 PM,9:25 AM,Delta,120,21
7210,ESP,BZF,07/09/2022,04/15/2022,9:58 AM,11:20 AM,United,200,4
4863,BFX,FYM,07/12/2022,06/02/2022,12:36 PM,8:31 AM,American,341,4
6512,FYM,PMP,02/05/2022,05/27/2022,10:2 PM,12:55 PM,American,268,13
5158,BCI,BZB,12/09/2022,08/20/2022,8:44 AM,3:57 AM,Delta,334,7
5713,YFX,FYM,04/12/2022,10/14/2022,5:25 PM,6:11 PM,American,39,9
3766,YCY,ESP,12/01/2022,12/03/2022,6:23 PM,11:24 PM,American,356,2
4941,BFX,BFO,07/11/2022,12/16/2022,6:48 AM,7:17 AM,Delta,437,10
7112,YCY,PMP,01/25/2022,01/20/2022,5:0 PM,9:8 PM,United,156,2
2422,YCY,ESP,01/15/2022,01/29/2022,7:4 PM,7:30 AM,American,480,11
3413,BZB,YCY,10/08/2022,05/22/2022,12:38 AM,6:17 AM,Delta,331,11
5364,YCY,YFX,01/16/2022,07/31/2022,2:22 PM,8:24 PM,United,4,1
9208,YFX,BFX,12/09/2022,06/24/2022,4:12 PM,3:49 AM,Delta,249,6
1100,BCI,YCY,05/13/2022,07/24/2022,6:24 AM,1:14 AM,Delta,152,23
4594,PMP,BZF,10/10/2022,06/12/2022,5:35 AM,12:58 PM,United,478,16
9802,BZF,YFX,05/16/2022,05/26/2022,10:34 AM,4:29 AM,Delta,485,8
7683,FYM,ESP,07/21/2022,03/01/2022,8:13 PM,1:20 PM,United,471,24
1631,ESP,FYM,02/16/2022,02/10/2022,3:50 PM,11:33 AM,Delta,458,9
7163,BCI,PMP,05/23/2022,10/12/2022,1:28 AM,12:2 AM,United,43,16
5327,BFX,FYM,06/09/2022,10/20/2022,2:10 AM,6:50 AM,Delta,193,10
7938,BZB,BFO,07/04/2022,08/26/2022,5:32 AM,12:23 PM,United,310,15
7449,FYM,BZF,06/02/2022,09/10/2022,2:3 AM,2:58 PM,American,172,3
3852,BZF,BZF,06/07/2022,10/12/2022,11:4 AM,4:56 AM,Delta,119,12
6924,BFX,BZB,07/23/2022,09/23/2022,2:17 AM,8:26 AM,Delta,105,20
7807,YFX,BZF,04/09/2022,02/10/2022,6:45 PM,1:9 PM,American,155,16
7933,BCI,PMP,06/28/2022,11/02/2022,2:52 PM,9:16 PM,United,93,19
9052,PMP,BFX,06/12/2022,03/25/2022,10:46 AM,12:59 PM,American,471,7
3157,PMP,BFX,10/04/2022,11/27/2022,2:26 AM,5:16 AM,United,282,4
9902,YFX,BZB,07/08/2022,07/17/2022,4:15 AM,10:43 PM,United,242,23
6949,BCI,YFX,04/05/2022,05/02/2022,11:33 PM,6:55 AM,American,109,1
9620,BZF,BZB,04/06/2022,02/05/2022,4:53 PM,11:10 PM,American,313,2
7056,BCI,ESP,07/03/2022,09/07/2022,12:6 AM,9:34 AM,Delta,171,15
9692,BZF,FYM,05/02/2022,08/06/2022,4:47 AM,2:38 AM,American,428,16
9666,BZF,BFX,09/23/2022,05/17/2022,6:33 AM,6:1 PM,American,264,12
1108,BCI,BCI,08/13/2022,02/10/2022,7:22 AM,5:51 PM,Delta,86,17
7552,BFX,FYM,12/18/2022,03/21/2022,1:45 AM,4:46 AM,American,412,21
4022,BFO,BFO,08/24/2022,09/25/2022,3:28 AM,1:44 AM,American,198,16
1077,ESP,BZF,11/26/2022,01/13/2022,11:7 PM,8:27 AM,American,406,14
7761,BCI,ESP,10/16/2022,04/11/2022,11:52 PM,6:54 PM,American,53,4
2527,YFX,BZB,03/23/2022,08/31/2022,10:24 PM,12:10 AM,United,164,2
4219,YCY,BFO,06/23/2022,04/13/2022,11:33 PM,8:53 PM,Delta,6,13
2151,BZB,BFX,02/03/2022,02/26/2022,10:23 AM,10:16 PM,American,262,19
3028,BZB,BZF,02/08/2022,11/14/2022,9:19 PM,3:44 AM,American,274,17
6221,ESP,BZB,01/07/2022,03/18/2022,3:21 PM,12:39 PM,American,416,14
6978,PMP,BZF,03/27/2022,08/30/2022,1:15 AM,11:21 AM,Delta,473,7
5535,YFX,YFX,02/11/2022,03/07/2022,6:56 AM,11:38 PM,Delta,164,4
5151,BZB,PMP,06/11/2022,12/02/2022,6:57 AM,10:38 PM,Delta,13,4
3464,YFX,ESP,10/18/2022,12/29/2022,2:38 AM,5:2 AM,American,184,16
8604,FYM,YCY,08/23/2022,12/16/2022,2:39 PM,7:44 PM,Delta,498,7
5672,YCY,BCI,01/03/2022,03/25/2022,6:28 PM,11:49 AM,Delta,61,20
1587,BZB,BZF,04/13/2022,07/08/2022,11:52 AM,3:22 PM,Delta,250,18
7019,BCI,BZB,12/26/2022,04/16/2022,2:27 PM,2:7 AM,Delta,125,24
5320,BFX,BFO,10/03/2022,12/15/2022,6:1 AM,9:26 AM,Delta,259,13
2968,BCI,BFX,10/18/2022,11/08/2022,9:0 AM,5:51 PM,American,43,1
8731,FYM,BCI,05/16/2022,02/13/2022,11:24 PM,4:3 PM,American,14,23
7836,BZF,ESP,12/16/2022,06/27/2022,2:41 AM,12:31 PM,American,488,10
3389,ESP,BZB,05/17/2022,04/21/2022,12:20 PM,12:35 AM,Delta,242,2
2836,BFO,YCY,05/30/2022,09/16/2022,2:20 PM,9:19 AM,United,240,4
8055,PMP,BZF,07/08/2022,07/22/2022,12:46 AM,9:42 PM,Delta,463,4
5184,BFO,BZF,01/04/2022,04/08/2022,5:21 PM,10:20 PM,Delta,413,12
3756,YFX,YCY,05/27/2022,11/05/2022,1:16 AM,5:52 AM,American,306,23
7629,FYM,BFO,04/07/2022,02/07/2022,3:7 AM,4:2 AM,Delta,52,8
7994,FYM,BFX,02/13/2022,01/16/2022,1:0 AM,7:53 PM,United,173,11
2921,PMP,PMP,09/24/2022,05/05/2022,8:57 AM,7:2 PM,American,135,2
6676,BZF,FYM,12/10/2022,12/07/2022,3:44 AM,11:50 AM,United,243,21
8832,BZF,BCI,04/19/2022,10/13/2022,9:35 AM,3:50 PM,Delta,28,18
6842,YCY,BFO,10/24/2022,04/14/2022,7:23 PM,10:4 AM,American,141,20
6539,FYM,BZB,12/21/2022,05/03/2022,7:0 PM,12:48 AM,United,314,2
8250,FYM,ESP,12/03/2022,06/01/2022,1:16 PM,8:43 PM,American,109,12
2822,BFX,BZF,03/18/2022,05/26/2022,3:39 AM,2:1 AM,United,5,20
4979,BCI,FYM,03/12/2022,04/17/2022,11:31 PM,5:42 PM,United,50,3
9321,YCY,PMP,10/11/2022,12/08/2022,7:29 PM,3:59 AM,American,451,24
2039,PMP,BZB,10/04/2022,06/28/2022,10:58 PM,5:22 PM,American,136,18
8433,PMP,ESP,08/05/2022,09/03/2022,1:7 AM,8:43 PM,Delta,371,12
8820,BFO,BZB,11/29/2022,05/04/2022,9:5 PM,11:22 PM,American,317,24
2314,BFX,ESP,05/15/2022,06/16/2022,8:42 PM,12:50 AM,United,180,19
2675,BCI,BCI,08/28/2022,04/14/2022,10:44 PM,12:28 AM,United,497,2
8858,BZB,YCY,03/07/2022,07/04/2022,2:0 AM,5:26 PM,Delta,424,1
1767,PMP,BZB,02/19/2022,02/10/2022,2:34 PM,9:28 PM,American,218,22
6121,PMP,BFO,12/11/2022,01/25/2022,6:12 AM,6:51 PM,Delta,202,6
2057,BFX,BZB,12/17/2022,08/07/2022,11:1 PM,4:51 PM,American,235,6
4565,BFO,YFX,06/26/2022,01/22/2022,1:5 AM,7:30 AM,Delta,234,10
4474,PMP,PMP,08/16/2022,11/02/2022,12:13 PM,1:19 PM,Delta,149,24
1094,BFX,BZF,04/12/2022,09/13/2022,11:24 AM,12:18 PM,Delta,387,20
3649,BZB,YCY,10/02/2022,02/01/2022,4:30 AM,1:43 PM,Delta,428,1
7838,ESP,BZB,08/27/2022,07/01/2022,7:8 PM,9:30 PM,Delta,287,7
7618,BFO,FYM,09/14/2022,11/16/2022,2:22 AM,5:57 PM,American,345,12
1739,BFO,BCI,02/07/2022,10/10/2022,4:33 AM,10:39 PM,United,235,17
9089,YFX,BCI,08/23/2022,04/05/2022,12:45 AM,11:5 AM,American,268,16
8244,ESP,BZF,12/29/2022,06/01/2022,2:40 PM,11:47 AM,Delta,140,15
7904,BCI,FYM,07/04/2022,10/04/2022,7:33 AM,6:32 AM,United,303,18
7468,ESP,BZB,12/12/2022,04/28/2022,7:9 AM,9:23 AM,American,234,5
4824,BFX,BZB,07/25/2022,06/06/2022,5:38 AM,4:51 PM,Delta,238,11
6748,YCY,YCY,08/14/2022,12/24/2022,1:26 AM,11:45 PM,Delta,346,13
9692,PMP,FYM,06/27/2022,08/06/2022,11:37 AM,7:58 PM,Delta,437,13
1194,PMP,BFX,03/14/2022,11/12/2022,8:32 AM,11:13 AM,Delta,462,6
9762,FYM,FYM,07/11/2022,05/21/2022,1:30 PM,7:34 PM,American,226,10
8107,PMP,BFO,09/12/2022,01/17/2022,6:51 PM,4:24 AM,Delta,233,14
